source,size,N_params,chinchilla_scale,D_tokens,epochs,K_paraphrase,D_prime_tokens,tokens_trained,Dprime_over_D,D_over_N,run_name,learning_rate,weight_decay,D_files,D_dir,D_prime_files,D_prime_dir,D_prime_corpus,paraphrase_seeds,data_mix,tokens_evaluated,val_loss,eta_fit,R_star_fit,D_eff_fit,val_loss_pred,resid_log,kept_in_canonical_fit
1epoch,190m,190000000,4.0,15200000000,1,,0,15200000000,0.0,80.0,190M_seed42_case4_dolma_epoch1_wd0.1_lr3e-3,0.003,0.1,train_14.8B.npy,preprocessed/dolma2-0625/resharded,,,,,OLMo-dolma-14.8B,3478624,2.8778,,,15200000000,2.923966,-0.015915,True
1epoch,190m,190000000,8.0,30400000000,1,,0,30400000000,0.0,160.0,190M_seed42_case4_dolma_epoch1_wd0.1_lr3e-3,0.003,0.1,train_29.6B.part00.npy;train_29.6B.part01.npy;train_29.6B.part02.npy;train_29.6B.part03.npy;train_29.6B.part04.npy;train_29.6B.part05.npy,preprocessed/dolma2-0625/resharded,,,,,OLMo-dolma-29.6B,3478624,2.7867,,,30400000000,2.762185,0.008836,True
1epoch,190m,190000000,16.0,60800000000,1,,0,60800000000,0.0,320.0,190M_seed42_case4_dolma_epoch1_wd0.1_lr3e-3,0.003,0.1,train_59.2B.part00.npy;train_59.2B.part01.npy;train_59.2B.part02.npy;train_59.2B.part03.npy;train_59.2B.part04.npy;train_59.2B.part05.npy;train_59.2B.part06.npy;train_59.2B.part07.npy;train_59.2B.part08.npy;train_59.2B.part09.npy;train_59.2B.part10.npy;train_59.2B.part11.npy,preprocessed/dolma2-0625/resharded,,,,,OLMo-dolma-59.2B,3478624,2.7356,,,60800000000,2.642751,0.03453,True
1epoch,370m,370000000,0.05,370000000,1,,0,370000000,0.0,1.0,370M_seed42_case4_dolma_epoch1_wd0.2_lr1e-3,0.001,0.2,train_0.37B.npy,preprocessed/dolma2-0625/resharded,,,,,OLMo-dolma-0.37B,13279917,6.0294,,,370000000,5.290709,0.130695,False
1epoch,370m,370000000,0.1,740000000,1,,0,740000000,0.0,2.0,370M_seed42_case4_dolma_epoch1_wd0.1_lr1e-3,0.001,0.1,train_0.74B.npy,preprocessed/dolma2-0625/resharded,,,,,OLMo-dolma-0.74B,13279917,5.1539,,,740000000,4.467673,0.142886,False
1epoch,370m,370000000,0.25,1850000000,1,,0,1850000000,0.0,5.0,370M_seed42_case4_dolma_epoch1_wd0.2_lr3e-3,0.003,0.2,train_1.85B.npy,preprocessed/dolma2-0625/resharded,,,,,OLMo-dolma-1.85B,13279917,3.6723,,,1850000000,3.700565,-0.007667,True
1epoch,370m,370000000,0.5,3700000000,1,,0,3700000000,0.0,10.0,370M_seed42_case4_dolma_epoch1_wd0.2_lr3e-3,0.003,0.2,train_3.7B.npy,preprocessed/dolma2-0625/resharded,,,,,OLMo-dolma-3.7B,3478624,3.1976,,,3700000000,3.293754,-0.029628,True
1epoch,370m,370000000,1.0,7400000000,1,,0,7400000000,0.0,20.0,370M_seed42_case4_dolma_epoch1_wd0.2_lr3e-3,0.003,0.2,train_7.4B.npy,preprocessed/dolma2-0625/resharded,,,,,OLMo-dolma-7.4B,3478624,2.9141,,,7400000000,2.993428,-0.026858,True
1epoch,370m,370000000,2.0,14800000000,1,,0,14800000000,0.0,40.0,370M_seed42_case4_dolma_epoch1_wd0.2_lr3e-3,0.003,0.2,train_14.8B.npy,preprocessed/dolma2-0625/resharded,,,,,OLMo-dolma-14.8B,3478624,2.7294,,,14800000000,2.771713,-0.015384,True
1epoch,370m,370000000,4.0,29600000000,1,,0,29600000000,0.0,80.0,370M_seed42_case4_dolma_epoch1_wd0.2_lr3e-3,0.003,0.2,train_29.6B.part00.npy;train_29.6B.part01.npy;train_29.6B.part02.npy;train_29.6B.part03.npy;train_29.6B.part04.npy;train_29.6B.part05.npy,preprocessed/dolma2-0625/resharded,,,,,OLMo-dolma-29.6B,3478624,2.6374,,,29600000000,2.608032,0.011198,True
1epoch,370m,370000000,8.0,59200000000,1,,0,59200000000,0.0,160.0,370M_seed42_case4_dolma_epoch1_wd0.2_lr3e-3,0.003,0.2,train_59.2B.part00.npy;train_59.2B.part01.npy;train_59.2B.part02.npy;train_59.2B.part03.npy;train_59.2B.part04.npy;train_59.2B.part05.npy;train_59.2B.part06.npy;train_59.2B.part07.npy;train_59.2B.part08.npy;train_59.2B.part09.npy;train_59.2B.part10.npy;train_59.2B.part11.npy,preprocessed/dolma2-0625/resharded,,,,,OLMo-dolma-59.2B,3478624,2.5877,,,59200000000,2.487195,0.039614,True
1epoch,600m,600000000,0.05,600000000,1,,0,600000000,0.0,1.0,600M_seed42_case4_dolma_epoch1_wd0.1_lr1e-3,0.001,0.1,train_0.6B.npy,preprocessed/dolma2-0625/resharded,,,,,OLMo-dolma-0.6B,3478624,5.4726,,,600000000,4.592998,0.175221,False
1epoch,600m,600000000,0.1,1200000000,1,,0,1200000000,0.0,2.0,600M_seed42_case4_dolma_epoch1_wd0.1_lr1e-3,0.001,0.1,train_1.2B.npy,preprocessed/dolma2-0625/resharded,,,,,OLMo-dolma-1.2B,3478624,4.1604,,,1200000000,3.926963,0.057745,True
1epoch,600m,600000000,0.25,3000000000,1,,0,3000000000,0.0,5.0,600M_seed42_case4_dolma_epoch1_wd0.1_lr3e-3,0.003,0.1,train_3.0B.npy,preprocessed/dolma2-0625/resharded,,,,,OLMo-dolma-3.0B,3478624,3.2421,,,3000000000,3.306186,-0.019574,True
1epoch,600m,600000000,0.5,6000000000,1,,0,6000000000,0.0,10.0,600M_seed42_case4_dolma_epoch1_wd0.1_lr3e-3,0.003,0.1,train_6.0B.npy,preprocessed/dolma2-0625/resharded,,,,,OLMo-dolma-6.0B,3478624,2.9227,,,6000000000,2.976977,-0.018401,True
1epoch,600m,600000000,1.0,12000000000,1,,0,12000000000,0.0,20.0,600M_seed42_case4_dolma_epoch1_wd0.1_lr3e-3,0.003,0.1,train_12.0B.npy,preprocessed/dolma2-0625/resharded,,,,,OLMo-dolma-12.0B,3478624,2.7273,,,12000000000,2.73394,-0.002432,True
1epoch,600m,600000000,2.0,24000000000,1,,0,24000000000,0.0,40.0,600M_seed42_case4_dolma_epoch1_wd0.1_lr3e-3,0.003,0.1,train_24.0B.part00.npy;train_24.0B.part01.npy;train_24.0B.part02.npy;train_24.0B.part03.npy;train_24.0B.part04.npy,preprocessed/dolma2-0625/resharded,,,,,OLMo-dolma-24.0B,3478624,2.5787,,,24000000000,2.554519,0.009422,True
1epoch,600m,600000000,4.0,48000000000,1,,0,48000000000,0.0,80.0,600M_seed42_case4_dolma_epoch1_wd0.1_lr3e-3,0.003,0.1,train_48.0B.part00.npy;train_48.0B.part01.npy;train_48.0B.part02.npy;train_48.0B.part03.npy;train_48.0B.part04.npy;train_48.0B.part05.npy;train_48.0B.part06.npy;train_48.0B.part07.npy;train_48.0B.part08.npy;train_48.0B.part09.npy,preprocessed/dolma2-0625/resharded,,,,,OLMo-dolma-48.0B,3478624,2.5021,,,48000000000,2.422061,0.032511,True
