stream,run_name,size,N_params,chinchilla_scale,D_tokens,epochs,K,learning_rate,weight_decay,seed,val_loss,perplexity,tokens_evaluated,run_complete,selected_for_scaling_fit,source_file
paraphrase,60M_seed42_dolma_para_K1_wd0.1_lr3e-3,60m,60000000,4.0,4800000000,,1,0.003,0.1,42,3.4452135227355702,31.349977493286133,3478624,True,True,dolma_para_val_loss/chinchilla_4/60M/60M_seed42_dolma_para_K1_wd0.1_lr3e-3.json
paraphrase,60M_seed42_dolma_para_K1_wd0.2_lr3e-3,60m,60000000,4.0,4800000000,,1,0.003,0.2,42,3.4702390439365134,32.14442825317383,3478624,True,False,dolma_para_val_loss/chinchilla_4/60M/60M_seed42_dolma_para_K1_wd0.2_lr3e-3.json
paraphrase,60M_seed42_dolma_para_K2_wd0.1_lr1e-3,60m,60000000,4.0,4800000000,,2,0.001,0.1,42,3.501799836541645,33.175106048583984,3478624,True,False,dolma_para_val_loss/chinchilla_4/60M/60M_seed42_dolma_para_K2_wd0.1_lr1e-3.json
paraphrase,60M_seed42_dolma_para_K2_wd0.2_lr1e-3,60m,60000000,4.0,4800000000,,2,0.001,0.2,42,3.5060134213656795,33.315189361572266,3478624,True,False,dolma_para_val_loss/chinchilla_4/60M/60M_seed42_dolma_para_K2_wd0.2_lr1e-3.json
paraphrase,60M_seed42_dolma_para_K2_wd0.1_lr3e-3,60m,60000000,4.0,4800000000,,2,0.003,0.1,42,3.407109929272456,30.17790412902832,3478624,True,True,dolma_para_val_loss/chinchilla_4/60M/60M_seed42_dolma_para_K2_wd0.1_lr3e-3.json
paraphrase,60M_seed42_dolma_para_K2_wd0.2_lr3e-3,60m,60000000,4.0,4800000000,,2,0.003,0.2,42,3.4085216437821617,30.220535278320312,3478624,True,False,dolma_para_val_loss/chinchilla_4/60M/60M_seed42_dolma_para_K2_wd0.2_lr3e-3.json
paraphrase,60M_seed42_dolma_para_K4_wd0.1_lr1e-3,60m,60000000,4.0,4800000000,,4,0.001,0.1,42,3.4374121552845747,31.106359481811523,3478624,True,False,dolma_para_val_loss/chinchilla_4/60M/60M_seed42_dolma_para_K4_wd0.1_lr1e-3.json
paraphrase,60M_seed42_dolma_para_K4_wd0.2_lr1e-3,60m,60000000,4.0,4800000000,,4,0.001,0.2,42,3.4356685030185874,31.052162170410156,3478624,True,False,dolma_para_val_loss/chinchilla_4/60M/60M_seed42_dolma_para_K4_wd0.2_lr1e-3.json
paraphrase,60M_seed42_dolma_para_K4_wd0.1_lr3e-3,60m,60000000,4.0,4800000000,,4,0.003,0.1,42,3.363738640332861,28.897022247314453,3478624,True,True,dolma_para_val_loss/chinchilla_4/60M/60M_seed42_dolma_para_K4_wd0.1_lr3e-3.json
paraphrase,60M_seed42_dolma_para_K4_wd0.2_lr3e-3,60m,60000000,4.0,4800000000,,4,0.003,0.2,42,3.3726346470725455,29.15523910522461,3478624,True,False,dolma_para_val_loss/chinchilla_4/60M/60M_seed42_dolma_para_K4_wd0.2_lr3e-3.json
paraphrase,60M_seed42_dolma_para_K8_wd0.1_lr1e-3,60m,60000000,4.0,4800000000,,8,0.001,0.1,42,3.3765088458181713,29.268415451049805,3478624,True,False,dolma_para_val_loss/chinchilla_4/60M/60M_seed42_dolma_para_K8_wd0.1_lr1e-3.json
paraphrase,60M_seed42_dolma_para_K8_wd0.2_lr1e-3,60m,60000000,4.0,4800000000,,8,0.001,0.2,42,3.3776594869064516,29.30211067199707,3478624,True,False,dolma_para_val_loss/chinchilla_4/60M/60M_seed42_dolma_para_K8_wd0.2_lr1e-3.json
paraphrase,60M_seed42_dolma_para_K8_wd0.1_lr3e-3,60m,60000000,4.0,4800000000,,8,0.003,0.1,42,3.3159109280864247,27.547473907470703,3478624,True,True,dolma_para_val_loss/chinchilla_4/60M/60M_seed42_dolma_para_K8_wd0.1_lr3e-3.json
paraphrase,60M_seed42_dolma_para_K8_wd0.2_lr3e-3,60m,60000000,4.0,4800000000,,8,0.003,0.2,42,3.3355851624371176,28.094818115234375,3478624,True,False,dolma_para_val_loss/chinchilla_4/60M/60M_seed42_dolma_para_K8_wd0.2_lr3e-3.json
paraphrase,60M_seed42_dolma_para_K16_wd0.1_lr3e-3,60m,60000000,4.0,4800000000,,16,0.003,0.1,42,3.2906188484089496,26.859481811523438,3478624,True,True,dolma_para_val_loss/chinchilla_4/60M/60M_seed42_dolma_para_K16_wd0.1_lr3e-3.json
paraphrase,60M_seed42_dolma_para_K32_wd0.1_lr3e-3,60m,60000000,4.0,4800000000,,32,0.003,0.1,42,3.2647096398324003,26.17251205444336,3478624,True,True,dolma_para_val_loss/chinchilla_4/60M/60M_seed42_dolma_para_K32_wd0.1_lr3e-3.json
paraphrase,60M_seed42_dolma_para_K64_wd0.1_lr3e-3,60m,60000000,4.0,4800000000,,64,0.003,0.1,42,3.244658627144636,25.6529541015625,3478624,True,True,dolma_para_val_loss/chinchilla_4/60M/60M_seed42_dolma_para_K64_wd0.1_lr3e-3.json
paraphrase,190M_seed42_dolma_para_K1_wd0.1_lr3e-3,190m,190000000,0.05,190000000,,1,0.003,0.1,42,6.725195014951718,833.1343383789062,3478624,True,True,dolma_para_val_loss/chinchilla_0.05/190M/190M_seed42_dolma_para_K1_wd0.1_lr3e-3.json
paraphrase,190M_seed42_dolma_para_K2_wd0.1_lr3e-3,190m,190000000,0.05,190000000,,2,0.003,0.1,42,6.5173862253077655,676.8071899414062,3478624,True,True,dolma_para_val_loss/chinchilla_0.05/190M/190M_seed42_dolma_para_K2_wd0.1_lr3e-3.json
paraphrase,190M_seed42_dolma_para_K4_wd0.1_lr3e-3,190m,190000000,0.05,190000000,,4,0.003,0.1,42,6.1769196957916455,481.5063781738281,3478624,True,True,dolma_para_val_loss/chinchilla_0.05/190M/190M_seed42_dolma_para_K4_wd0.1_lr3e-3.json
paraphrase,190M_seed42_dolma_para_K8_wd0.1_lr3e-3,190m,190000000,0.05,190000000,,8,0.003,0.1,42,5.716230374962916,303.7577209472656,3478624,True,True,dolma_para_val_loss/chinchilla_0.05/190M/190M_seed42_dolma_para_K8_wd0.1_lr3e-3.json
paraphrase,190M_seed42_dolma_para_K16_wd0.1_lr3e-3,190m,190000000,0.05,190000000,,16,0.003,0.1,42,4.564756613439098,96.03919219970703,3478624,True,True,dolma_para_val_loss/chinchilla_0.05/190M/190M_seed42_dolma_para_K16_wd0.1_lr3e-3.json
paraphrase,190M_seed42_dolma_para_K32_wd0.1_lr3e-3,190m,190000000,0.05,190000000,,32,0.003,0.1,42,3.844184262859979,46.720550537109375,3478624,True,True,dolma_para_val_loss/chinchilla_0.05/190M/190M_seed42_dolma_para_K32_wd0.1_lr3e-3.json
paraphrase,190M_seed42_dolma_para_K64_wd0.1_lr3e-3,190m,190000000,0.05,190000000,,64,0.003,0.1,42,3.4990678980743803,33.0845947265625,3478624,True,True,dolma_para_val_loss/chinchilla_0.05/190M/190M_seed42_dolma_para_K64_wd0.1_lr3e-3.json
paraphrase,190M_seed42_dolma_para_K1_wd0.1_lr3e-3,190m,190000000,0.1,380000000,,1,0.003,0.1,42,6.012647741691246,408.5636291503906,3478624,True,True,dolma_para_val_loss/chinchilla_0.1/190M/190M_seed42_dolma_para_K1_wd0.1_lr3e-3.json
paraphrase,190M_seed42_dolma_para_K2_wd0.1_lr3e-3,190m,190000000,0.1,380000000,,2,0.003,0.1,42,5.885332744894246,359.7223815917969,3478624,True,True,dolma_para_val_loss/chinchilla_0.1/190M/190M_seed42_dolma_para_K2_wd0.1_lr3e-3.json
paraphrase,190M_seed42_dolma_para_K4_wd0.1_lr3e-3,190m,190000000,0.1,380000000,,4,0.003,0.1,42,5.357879522799573,212.2743682861328,3478624,True,True,dolma_para_val_loss/chinchilla_0.1/190M/190M_seed42_dolma_para_K4_wd0.1_lr3e-3.json
paraphrase,190M_seed42_dolma_para_K8_wd0.1_lr3e-3,190m,190000000,0.1,380000000,,8,0.003,0.1,42,4.463940711248071,86.82899475097656,3478624,True,True,dolma_para_val_loss/chinchilla_0.1/190M/190M_seed42_dolma_para_K8_wd0.1_lr3e-3.json
paraphrase,190M_seed42_dolma_para_K16_wd0.1_lr3e-3,190m,190000000,0.1,380000000,,16,0.003,0.1,42,3.8709865415209346,47.98970413208008,3478624,True,True,dolma_para_val_loss/chinchilla_0.1/190M/190M_seed42_dolma_para_K16_wd0.1_lr3e-3.json
paraphrase,190M_seed42_dolma_para_K32_wd0.1_lr3e-3,190m,190000000,0.1,380000000,,32,0.003,0.1,42,3.4216655990282097,30.620376586914062,3478624,True,True,dolma_para_val_loss/chinchilla_0.1/190M/190M_seed42_dolma_para_K32_wd0.1_lr3e-3.json
paraphrase,190M_seed42_dolma_para_K64_wd0.1_lr3e-3,190m,190000000,0.1,380000000,,64,0.003,0.1,42,3.231696350053581,25.32257652282715,3478624,True,True,dolma_para_val_loss/chinchilla_0.1/190M/190M_seed42_dolma_para_K64_wd0.1_lr3e-3.json
paraphrase,190M_seed42_dolma_para_K1_wd0.1_lr3e-3,190m,190000000,0.25,950000000,,1,0.003,0.1,42,4.314119785511702,74.747802734375,3478624,True,True,dolma_para_val_loss/chinchilla_0.25/190M/190M_seed42_dolma_para_K1_wd0.1_lr3e-3.json
paraphrase,190M_seed42_dolma_para_K2_wd0.1_lr3e-3,190m,190000000,0.25,950000000,,2,0.003,0.1,42,4.093312442253905,59.93809509277344,3478624,True,True,dolma_para_val_loss/chinchilla_0.25/190M/190M_seed42_dolma_para_K2_wd0.1_lr3e-3.json
paraphrase,190M_seed42_dolma_para_K4_wd0.1_lr3e-3,190m,190000000,0.25,950000000,,4,0.003,0.1,42,3.738647565019041,42.04108810424805,3478624,True,True,dolma_para_val_loss/chinchilla_0.25/190M/190M_seed42_dolma_para_K4_wd0.1_lr3e-3.json
paraphrase,190M_seed42_dolma_para_K8_wd0.1_lr3e-3,190m,190000000,0.25,950000000,,8,0.003,0.1,42,3.5314376512283037,34.17306137084961,3478624,True,True,dolma_para_val_loss/chinchilla_0.25/190M/190M_seed42_dolma_para_K8_wd0.1_lr3e-3.json
paraphrase,190M_seed42_dolma_para_K16_wd0.1_lr3e-3,190m,190000000,0.25,950000000,,16,0.003,0.1,42,3.2837632055992407,26.67597007751465,3478624,True,True,dolma_para_val_loss/chinchilla_0.25/190M/190M_seed42_dolma_para_K16_wd0.1_lr3e-3.json
paraphrase,190M_seed42_dolma_para_K32_wd0.1_lr3e-3,190m,190000000,0.25,950000000,,32,0.003,0.1,42,3.1229081660635494,22.71233367919922,3478624,True,True,dolma_para_val_loss/chinchilla_0.25/190M/190M_seed42_dolma_para_K32_wd0.1_lr3e-3.json
paraphrase,190M_seed42_dolma_para_K64_wd0.1_lr3e-3,190m,190000000,0.25,950000000,,64,0.003,0.1,42,3.039911216855081,20.90338897705078,3478624,True,True,dolma_para_val_loss/chinchilla_0.25/190M/190M_seed42_dolma_para_K64_wd0.1_lr3e-3.json
paraphrase,190M_seed42_dolma_para_K1_wd0.1_lr1e-3,190m,190000000,0.5,1900000000,,1,0.001,0.1,42,3.6505855385652084,38.4972038269043,3478624,True,False,dolma_para_val_loss/chinchilla_0.5/190M/190M_seed42_dolma_para_K1_wd0.1_lr1e-3.json
paraphrase,190M_seed42_dolma_para_K1_wd0.2_lr1e-3,190m,190000000,0.5,1900000000,,1,0.001,0.2,42,3.6275646722720185,37.62108612060547,3478624,True,False,dolma_para_val_loss/chinchilla_0.5/190M/190M_seed42_dolma_para_K1_wd0.2_lr1e-3.json
paraphrase,190M_seed42_dolma_para_K1_wd0.1_lr3e-3,190m,190000000,0.5,1900000000,,1,0.003,0.1,42,3.5815017958328763,35.927452087402344,3478624,True,True,dolma_para_val_loss/chinchilla_0.5/190M/190M_seed42_dolma_para_K1_wd0.1_lr3e-3.json
paraphrase,190M_seed42_dolma_para_K1_wd0.2_lr3e-3,190m,190000000,0.5,1900000000,,1,0.003,0.2,42,3.5851899698085092,36.060211181640625,3478624,True,False,dolma_para_val_loss/chinchilla_0.5/190M/190M_seed42_dolma_para_K1_wd0.2_lr3e-3.json
paraphrase,190M_seed42_dolma_para_K2_wd0.1_lr1e-3,190m,190000000,0.5,1900000000,,2,0.001,0.1,42,3.4994362350686066,33.09678649902344,3478624,True,False,dolma_para_val_loss/chinchilla_0.5/190M/190M_seed42_dolma_para_K2_wd0.1_lr1e-3.json
paraphrase,190M_seed42_dolma_para_K2_wd0.2_lr1e-3,190m,190000000,0.5,1900000000,,2,0.001,0.2,42,3.518395963290168,33.73027801513672,3478624,True,False,dolma_para_val_loss/chinchilla_0.5/190M/190M_seed42_dolma_para_K2_wd0.2_lr1e-3.json
paraphrase,190M_seed42_dolma_para_K2_wd0.1_lr3e-3,190m,190000000,0.5,1900000000,,2,0.003,0.1,42,3.5412540978481855,34.510169982910156,3478624,True,False,dolma_para_val_loss/chinchilla_0.5/190M/190M_seed42_dolma_para_K2_wd0.1_lr3e-3.json
paraphrase,190M_seed42_dolma_para_K2_wd0.2_lr3e-3,190m,190000000,0.5,1900000000,,2,0.003,0.2,42,3.483065969861294,32.55939865112305,3478624,True,True,dolma_para_val_loss/chinchilla_0.5/190M/190M_seed42_dolma_para_K2_wd0.2_lr3e-3.json
paraphrase,190M_seed42_dolma_para_K4_wd0.2_lr3e-3,190m,190000000,0.5,1900000000,,4,0.003,0.2,42,3.3724245469015957,29.14911651611328,3478624,True,True,dolma_para_val_loss/chinchilla_0.5/190M/190M_seed42_dolma_para_K4_wd0.2_lr3e-3.json
paraphrase,190M_seed42_dolma_para_K8_wd0.2_lr3e-3,190m,190000000,0.5,1900000000,,8,0.003,0.2,42,3.19825060045378,24.489648818969727,3478624,True,True,dolma_para_val_loss/chinchilla_0.5/190M/190M_seed42_dolma_para_K8_wd0.2_lr3e-3.json
paraphrase,190M_seed42_dolma_para_K16_wd0.1_lr3e-3,190m,190000000,0.5,1900000000,,16,0.003,0.1,42,3.073366781000312,21.614553451538086,3478624,True,True,dolma_para_val_loss/chinchilla_0.5/190M/190M_seed42_dolma_para_K16_wd0.1_lr3e-3.json
paraphrase,190M_seed42_dolma_para_K32_wd0.1_lr3e-3,190m,190000000,0.5,1900000000,,32,0.003,0.1,42,2.9969606536480913,20.024581909179688,3478624,True,True,dolma_para_val_loss/chinchilla_0.5/190M/190M_seed42_dolma_para_K32_wd0.1_lr3e-3.json
paraphrase,190M_seed42_dolma_para_K64_wd0.1_lr3e-3,190m,190000000,0.5,1900000000,,64,0.003,0.1,42,2.937673056476666,18.87188148498535,3478624,True,True,dolma_para_val_loss/chinchilla_0.5/190M/190M_seed42_dolma_para_K64_wd0.1_lr3e-3.json
paraphrase,190M_seed42_dolma_para_K1_wd0.1_lr1e-3,190m,190000000,1.0,3800000000,,1,0.001,0.1,42,3.2707113108272234,26.33006477355957,3478624,True,False,dolma_para_val_loss/chinchilla_1/190M/190M_seed42_dolma_para_K1_wd0.1_lr1e-3.json
paraphrase,190M_seed42_dolma_para_K1_wd0.2_lr1e-3,190m,190000000,1.0,3800000000,,1,0.001,0.2,42,3.2633114339557285,26.135940551757812,3478624,True,False,dolma_para_val_loss/chinchilla_1/190M/190M_seed42_dolma_para_K1_wd0.2_lr1e-3.json
paraphrase,190M_seed42_dolma_para_K1_wd0.1_lr3e-3,190m,190000000,1.0,3800000000,,1,0.003,0.1,42,3.232003165347199,25.33034896850586,3478624,True,True,dolma_para_val_loss/chinchilla_1/190M/190M_seed42_dolma_para_K1_wd0.1_lr3e-3.json
paraphrase,190M_seed42_dolma_para_K1_wd0.2_lr3e-3,190m,190000000,1.0,3800000000,,1,0.003,0.2,42,3.2434317383967994,25.62150001525879,3478624,True,False,dolma_para_val_loss/chinchilla_1/190M/190M_seed42_dolma_para_K1_wd0.2_lr3e-3.json
paraphrase,190M_seed42_dolma_para_K2_wd0.1_lr1e-3,190m,190000000,1.0,3800000000,,2,0.001,0.1,42,3.1953715479918836,24.419246673583984,3478624,True,False,dolma_para_val_loss/chinchilla_1/190M/190M_seed42_dolma_para_K2_wd0.1_lr1e-3.json
paraphrase,190M_seed42_dolma_para_K2_wd0.2_lr1e-3,190m,190000000,1.0,3800000000,,2,0.001,0.2,42,3.199566868435488,24.52190589904785,3478624,True,False,dolma_para_val_loss/chinchilla_1/190M/190M_seed42_dolma_para_K2_wd0.2_lr1e-3.json
paraphrase,190M_seed42_dolma_para_K2_wd0.1_lr3e-3,190m,190000000,1.0,3800000000,,2,0.003,0.1,42,3.164904238935199,23.686477661132812,3478624,True,False,dolma_para_val_loss/chinchilla_1/190M/190M_seed42_dolma_para_K2_wd0.1_lr3e-3.json
paraphrase,190M_seed42_dolma_para_K2_wd0.2_lr3e-3,190m,190000000,1.0,3800000000,,2,0.003,0.2,42,3.1644621242353455,23.67600440979004,3478624,True,True,dolma_para_val_loss/chinchilla_1/190M/190M_seed42_dolma_para_K2_wd0.2_lr3e-3.json
paraphrase,190M_seed42_dolma_para_K4_wd0.2_lr3e-3,190m,190000000,1.0,3800000000,,4,0.003,0.2,42,3.088254218599056,21.938743591308594,3478624,True,True,dolma_para_val_loss/chinchilla_1/190M/190M_seed42_dolma_para_K4_wd0.2_lr3e-3.json
paraphrase,190M_seed42_dolma_para_K8_wd0.2_lr3e-3,190m,190000000,1.0,3800000000,,8,0.003,0.2,42,3.0305400306820762,20.708412170410156,3478624,True,True,dolma_para_val_loss/chinchilla_1/190M/190M_seed42_dolma_para_K8_wd0.2_lr3e-3.json
paraphrase,190M_seed42_dolma_para_K16_wd0.1_lr3e-3,190m,190000000,1.0,3800000000,,16,0.003,0.1,42,2.9575228738255346,19.250226974487305,3478624,True,True,dolma_para_val_loss/chinchilla_1/190M/190M_seed42_dolma_para_K16_wd0.1_lr3e-3.json
paraphrase,190M_seed42_dolma_para_K32_wd0.1_lr3e-3,190m,190000000,1.0,3800000000,,32,0.003,0.1,42,2.910657065811753,18.368865966796875,3478624,True,True,dolma_para_val_loss/chinchilla_1/190M/190M_seed42_dolma_para_K32_wd0.1_lr3e-3.json
paraphrase,190M_seed42_dolma_para_K1_wd0.1_lr1e-3,190m,190000000,2.0,7600000000,,1,0.001,0.1,42,3.0594183291666206,21.315156936645508,3478624,True,False,dolma_para_val_loss/chinchilla_2/190M/190M_seed42_dolma_para_K1_wd0.1_lr1e-3.json
paraphrase,190M_seed42_dolma_para_K1_wd0.2_lr1e-3,190m,190000000,2.0,7600000000,,1,0.001,0.2,42,3.0572486032507036,21.268957138061523,3478624,True,False,dolma_para_val_loss/chinchilla_2/190M/190M_seed42_dolma_para_K1_wd0.2_lr1e-3.json
paraphrase,190M_seed42_dolma_para_K1_wd0.1_lr3e-3,190m,190000000,2.0,7600000000,,1,0.003,0.1,42,3.0175321523306744,20.440784454345703,3478624,True,False,dolma_para_val_loss/chinchilla_2/190M/190M_seed42_dolma_para_K1_wd0.1_lr3e-3.json
paraphrase,190M_seed42_dolma_para_K1_wd0.2_lr3e-3,190m,190000000,2.0,7600000000,,1,0.003,0.2,42,3.013977805600518,20.36825942993164,3478624,True,True,dolma_para_val_loss/chinchilla_2/190M/190M_seed42_dolma_para_K1_wd0.2_lr3e-3.json
paraphrase,190M_seed42_dolma_para_K2_wd0.1_lr1e-3,190m,190000000,2.0,7600000000,,2,0.001,0.1,42,3.0381679914427235,20.866979598999023,3478624,True,False,dolma_para_val_loss/chinchilla_2/190M/190M_seed42_dolma_para_K2_wd0.1_lr1e-3.json
paraphrase,190M_seed42_dolma_para_K2_wd0.2_lr1e-3,190m,190000000,2.0,7600000000,,2,0.001,0.2,42,3.036103187019292,20.823938369750977,3478624,True,False,dolma_para_val_loss/chinchilla_2/190M/190M_seed42_dolma_para_K2_wd0.2_lr1e-3.json
paraphrase,190M_seed42_dolma_para_K2_wd0.1_lr3e-3,190m,190000000,2.0,7600000000,,2,0.003,0.1,42,2.990749191849434,19.900585174560547,3478624,True,False,dolma_para_val_loss/chinchilla_2/190M/190M_seed42_dolma_para_K2_wd0.1_lr3e-3.json
paraphrase,190M_seed42_dolma_para_K2_wd0.2_lr3e-3,190m,190000000,2.0,7600000000,,2,0.003,0.2,42,2.980842456001573,19.704408645629883,3478624,True,True,dolma_para_val_loss/chinchilla_2/190M/190M_seed42_dolma_para_K2_wd0.2_lr3e-3.json
paraphrase,190M_seed42_dolma_para_K4_wd0.2_lr3e-3,190m,190000000,2.0,7600000000,,4,0.003,0.2,42,2.9518064963004678,19.140501022338867,3478624,True,True,dolma_para_val_loss/chinchilla_2/190M/190M_seed42_dolma_para_K4_wd0.2_lr3e-3.json
paraphrase,190M_seed42_dolma_para_K8_wd0.2_lr3e-3,190m,190000000,2.0,7600000000,,8,0.003,0.2,42,2.9227310493049052,18.591995239257812,3478624,True,True,dolma_para_val_loss/chinchilla_2/190M/190M_seed42_dolma_para_K8_wd0.2_lr3e-3.json
paraphrase,190M_seed42_dolma_para_K16_wd0.1_lr3e-3,190m,190000000,2.0,7600000000,,16,0.003,0.1,42,2.878983340312977,17.79616928100586,3478624,True,True,dolma_para_val_loss/chinchilla_2/190M/190M_seed42_dolma_para_K16_wd0.1_lr3e-3.json
paraphrase,190M_seed42_dolma_para_K32_wd0.1_lr3e-3,190m,190000000,2.0,7600000000,,32,0.003,0.1,42,2.858469492136339,17.43482208251953,3478624,True,True,dolma_para_val_loss/chinchilla_2/190M/190M_seed42_dolma_para_K32_wd0.1_lr3e-3.json
paraphrase,370M_seed42_dolma_para_K1_wd0.1_lr3e-3,370m,370000000,0.05,370000000,,1,0.003,0.1,42,6.070942756543136,433.0888366699219,3478624,True,False,dolma_para_val_loss/chinchilla_0.05/370M/370M_seed42_dolma_para_K1_wd0.1_lr3e-3.json
paraphrase,370M_seed42_dolma_para_K1_wd0.2_lr3e-3,370m,370000000,0.05,370000000,,1,0.003,0.2,42,6.0560055310163365,426.6676940917969,3478624,True,True,dolma_para_val_loss/chinchilla_0.05/370M/370M_seed42_dolma_para_K1_wd0.2_lr3e-3.json
paraphrase,370M_seed42_dolma_para_K2_wd0.1_lr3e-3,370m,370000000,0.05,370000000,,2,0.003,0.1,42,5.76804027995842,319.91015625,3478624,True,True,dolma_para_val_loss/chinchilla_0.05/370M/370M_seed42_dolma_para_K2_wd0.1_lr3e-3.json
paraphrase,370M_seed42_dolma_para_K2_wd0.2_lr3e-3,370m,370000000,0.05,370000000,,2,0.003,0.2,42,5.916382234156424,371.0668640136719,3478624,True,False,dolma_para_val_loss/chinchilla_0.05/370M/370M_seed42_dolma_para_K2_wd0.2_lr3e-3.json
paraphrase,370M_seed42_dolma_para_K4_wd0.1_lr3e-3,370m,370000000,0.05,370000000,,4,0.003,0.1,42,5.294684131284067,199.27462768554688,3478624,True,True,dolma_para_val_loss/chinchilla_0.05/370M/370M_seed42_dolma_para_K4_wd0.1_lr3e-3.json
paraphrase,370M_seed42_dolma_para_K8_wd0.1_lr3e-3,370m,370000000,0.05,370000000,,8,0.003,0.1,42,4.28861750867023,72.86566925048828,3478624,True,True,dolma_para_val_loss/chinchilla_0.05/370M/370M_seed42_dolma_para_K8_wd0.1_lr3e-3.json
paraphrase,370M_seed42_dolma_para_K16_wd0.1_lr3e-3,370m,370000000,0.05,370000000,,16,0.003,0.1,42,3.7609010117909363,42.98714065551758,3478624,True,True,dolma_para_val_loss/chinchilla_0.05/370M/370M_seed42_dolma_para_K16_wd0.1_lr3e-3.json
paraphrase,370M_seed42_dolma_para_K32_wd0.1_lr3e-3,370m,370000000,0.05,370000000,,32,0.003,0.1,42,3.338854904825402,28.18682861328125,3478624,True,True,dolma_para_val_loss/chinchilla_0.05/370M/370M_seed42_dolma_para_K32_wd0.1_lr3e-3.json
paraphrase,370M_seed42_dolma_para_K64_wd0.1_lr3e-3,370m,370000000,0.05,370000000,,64,0.003,0.1,42,3.1463992293512417,23.252187728881836,3478624,True,True,dolma_para_val_loss/chinchilla_0.05/370M/370M_seed42_dolma_para_K64_wd0.1_lr3e-3.json
paraphrase,370M_seed42_dolma_para_K1_wd0.1_lr3e-3,370m,370000000,0.1,740000000,,1,0.003,0.1,42,5.005504780699455,149.23236083984375,3478624,True,False,dolma_para_val_loss/chinchilla_0.1/370M/370M_seed42_dolma_para_K1_wd0.1_lr3e-3.json
paraphrase,370M_seed42_dolma_para_K1_wd0.2_lr3e-3,370m,370000000,0.1,740000000,,1,0.003,0.2,42,4.919409367034274,136.9217071533203,3478624,True,True,dolma_para_val_loss/chinchilla_0.1/370M/370M_seed42_dolma_para_K1_wd0.2_lr3e-3.json
paraphrase,370M_seed42_dolma_para_K2_wd0.1_lr3e-3,370m,370000000,0.1,740000000,,2,0.003,0.1,42,4.484658896194367,88.64669036865234,3478624,True,True,dolma_para_val_loss/chinchilla_0.1/370M/370M_seed42_dolma_para_K2_wd0.1_lr3e-3.json
paraphrase,370M_seed42_dolma_para_K4_wd0.1_lr3e-3,370m,370000000,0.1,740000000,,4,0.003,0.1,42,3.9688483749530437,52.923553466796875,3478624,True,True,dolma_para_val_loss/chinchilla_0.1/370M/370M_seed42_dolma_para_K4_wd0.1_lr3e-3.json
paraphrase,370M_seed42_dolma_para_K8_wd0.1_lr3e-3,370m,370000000,0.1,740000000,,8,0.003,0.1,42,3.588133165660811,36.1664924621582,3478624,True,True,dolma_para_val_loss/chinchilla_0.1/370M/370M_seed42_dolma_para_K8_wd0.1_lr3e-3.json
paraphrase,370M_seed42_dolma_para_K16_wd0.1_lr3e-3,370m,370000000,0.1,740000000,,16,0.003,0.1,42,3.288408311018887,26.8001708984375,3478624,True,True,dolma_para_val_loss/chinchilla_0.1/370M/370M_seed42_dolma_para_K16_wd0.1_lr3e-3.json
paraphrase,370M_seed42_dolma_para_K32_wd0.1_lr3e-3,370m,370000000,0.1,740000000,,32,0.003,0.1,42,3.1031510322392046,22.268009185791016,3478624,True,True,dolma_para_val_loss/chinchilla_0.1/370M/370M_seed42_dolma_para_K32_wd0.1_lr3e-3.json
paraphrase,370M_seed42_dolma_para_K64_wd0.1_lr3e-3,370m,370000000,0.1,740000000,,64,0.003,0.1,42,2.9633820732625034,19.36334800720215,3478624,True,True,dolma_para_val_loss/chinchilla_0.1/370M/370M_seed42_dolma_para_K64_wd0.1_lr3e-3.json
paraphrase,370M_seed42_dolma_para_K1_wd0.1_lr3e-3,370m,370000000,0.5,3700000000,,1,0.003,0.1,42,3.134245898842541,22.97130584716797,3478624,True,True,dolma_para_val_loss/chinchilla_0.5/370M/370M_seed42_dolma_para_K1_wd0.1_lr3e-3.json
paraphrase,370M_seed42_dolma_para_K2_wd0.1_lr3e-3,370m,370000000,0.5,3700000000,,2,0.003,0.1,42,3.085468661609997,21.87771987915039,3478624,True,True,dolma_para_val_loss/chinchilla_0.5/370M/370M_seed42_dolma_para_K2_wd0.1_lr3e-3.json
paraphrase,370M_seed42_dolma_para_K4_wd0.1_lr3e-3,370m,370000000,0.5,3700000000,,4,0.003,0.1,42,3.018715922405052,20.464994430541992,3478624,True,True,dolma_para_val_loss/chinchilla_0.5/370M/370M_seed42_dolma_para_K4_wd0.1_lr3e-3.json
paraphrase,370M_seed42_dolma_para_K8_wd0.1_lr3e-3,370m,370000000,0.5,3700000000,,8,0.003,0.1,42,2.9175867623221405,18.496597290039062,3478624,True,True,dolma_para_val_loss/chinchilla_0.5/370M/370M_seed42_dolma_para_K8_wd0.1_lr3e-3.json
paraphrase,370M_seed42_dolma_para_K16_wd0.1_lr3e-3,370m,370000000,0.5,3700000000,,16,0.003,0.1,42,2.8308773388704216,16.9603328704834,3478624,True,True,dolma_para_val_loss/chinchilla_0.5/370M/370M_seed42_dolma_para_K16_wd0.1_lr3e-3.json
